artist_name,track_name
herman's hermits,just a little bit better
love,a message to pretty
the monkees,(theme from) the monkees
the sandpipers,cast your fate to the wind
nancy sinatra,"so long, babe"
paul anka,eso beso
chad & jeremy,distant shores
percy sledge,it tears me up
chris montez,the shadow of your smile
tim buckley,strange street affair under blue
gene pitney,it hurts to be in love
paul revere & the raiders,kicks
the supremes,a lover's concerto
the mamas & the papas,i call your name
the mamas & the papas,dancing in the street
the byrds,5d (fifth dimension)
the mamas & the papas,california dreamin'
percy sledge,you really got a hold on me
simon & garfunkel,homeward bound
jr. walker & the all stars,how sweet it is (to be loved by you)
percy sledge,when a man loves a woman
nancy sinatra,bang bang (my baby shot me down)
"dave dee, dozy, beaky, mick & tich",hold tight!
herman's hermits,there's a kind of hush
dusty springfield,you don't have to say you love me
martha reeves & the vandellas,jimmy mack
the monkees,tomorrow's gonna be another day
four tops,loving you is sweeter than ever
the monkees,this just doesn't seem to be my day
the supremes,everything is good about you
fontella bass,our day will come
the mamas & the papas,no salt on her tail
donovan,three king fishers
paul anka,you are my destiny
donovan,legend of a girl child linda
the happenings,go away little girl
cher,bang bang (my baby shot me down)
walter wanderley,rain
judy collins,in my life
crispian st. peters,the pied piper
the supremes,love is like an itching in my heart
the lovin' spoonful,nashville cats
van dyke parks,palm desert
the tremeloes,even the bad times are good
the young rascals,you better run
the moody blues,the day begins
the box tops,she knows how
harpers bizarre,chattanooga choo choo
the monkees,"apples, peaches, bananas and pears"
joan baez,saigon bride
the moody blues,lunch break: peak hour
the young rascals,i'm so happy now
the mamas & the papas,string man
procol harum,cerdes (outside the gates of)
the turtles,like the seasons
the monkees,shades of gray
the moody blues,long summer days
bob dylan,the wicked messenger
the association,sometime
glen campbell,catch the wind
the turtles,makin' my mind up
percy sledge,what am i living for
the marvelettes,message to michael
tommy james & the shondells,what i'd give to see your face again
bob dylan,odds and ends
gene clark,echoes
glen campbell,homeward bound
dionne warwick,alfie
the royal guardsmen,snoopy vs. the red baron
the monkees,the day we fall in love
the byrds,c.t.a.
the beach boys,gettin' hungry (mono)
the turtles,rugs of woods and flowers
smokey robinson & the miracles,i'm on the outside (looking in)
the cowsills,pennies
nancy sinatra,let's fall in love
bob dylan,i am a lonesome hobo
the byrds,my back pages
procol harum,a christmas camel
sonny bono,laugh at me
the monkees,all of your toys
johnny rivers,if i were a carpenter
the beach boys,with me tonight (mono)
van dyke parks,vine street
the box tops,trains & boats & planes
the tremeloes,suddenly you love me
engelbert humperdinck,take my heart
the turtles,guide for the married man
the monkees,look out (here comes tomorrow)
the monkees,zilch
strawberry alarm clock,hummin' happy
burt bacharach,a house is not a home
the sweet inspirations,i'm blue
donovan,oh gosh
the box tops,the letter
bob dylan,ain't no more cane
the royal guardsmen,liberty valance
the beach boys,vegetables
the mamas & the papas,my girl
dusty springfield,if you go away
percy sledge,dark end of the street
burt bacharach,what the world needs now is love
love,andmoreagain
the beach boys,with me tonight
the byrds,so you want to be a rock 'n' roll star
the monkees,when love comes knockin' (at your door)
"peter, paul and mary",i dig rock and roll music
procol harum,conquistador
percy sledge,my special prayer
engelbert humperdinck,my world (il mondo)
the buckinghams,hey baby (they're playing our song)
the beach boys,darlin'
the association,never my love
the beach boys,heroes and villains
glen campbell,gentle on my mind
the young rascals,groovin'
the turtles,happy together
strawberry alarm clock,incense and peppermints
the cowsills,the rain the park and other things
tim buckley,once i was
dionne warwick,i say a little prayer
engelbert humperdinck,release me
andy williams,"somewhere, my love (lara's theme from ""dr. zhivago"")"
the supremes,love is here and now you're gone
the mamas & the papas,creeque alley
engelbert humperdinck,the last waltz
the hollies,carrie-anne
the walker brothers,i can't let it happen to you
the beach boys,whistle in
the supremes,there's no stopping us now
engelbert humperdinck,two different worlds
sonny & cher,it's the little things
the beach boys,good vibrations (stereo)
the monkees,forget that girl
the beach boys,wonderful
the beach boys,country air
gladys knight & the pips,just walk in my shoes
bob dylan,i pity the poor immigrant
engelbert humperdinck,all this world and the seven seas
the monkees,early morning blues and greens
the beach boys,good vibrations (mono)
the monkees,what am i doing hangin' 'round
nico,somewhere there's a feather
love,the good humor man he sees everything like this
the monkees,i'll spend my life with you
the electric prunes,onie
bob dylan,i dreamed i saw st. augustine
the sweet inspirations,sweet inspiration
the mamas & the papas,sing for your supper
nico,little sister
the marvelettes,the hunter gets captured by the game
gladys knight & the pips,take me in your arms and love me
smokey robinson & the miracles,more love
tommy james & the shondells,trust each other in love
tommy james & the shondells,mirage
the moody blues,dawn: dawn is a feeling
the beach boys,i was made to love her
joan baez,eleanor rigby
love,you set the scene
the impressions,i can't stay away from you
margo guryan,love songs
"blood, sweat & tears",morning glory
josé feliciano,(there's) always something there to remind me
fats domino,lovely rita
the byrds,the christian life
carole king,it's too late
neil diamond,red rubber ball
the foundations,"in the bad, bad old days (before you loved me)"
the monkees,"porpoise song (theme from ""head"")"
the easybeats,good times
the moody blues,the word
harry nilsson,together
harry nilsson,daddy's song
joni mitchell,nathan la franeer
gary puckett & the union gap,reverend posey
engelbert humperdinck,winter world of love
manfred mann,my name is jack
jackie wilson,eleanor rigby
donovan,the sun is a very magic fellow
harry belafonte,a day in the life of a fool
van morrison,the way young lovers do
neil diamond,"red, red wine"
martha reeves & the vandellas,forget me not
"dave dee, dozy, beaky, mick & tich",the legend of xanadu
four tops,i'm in a different world
mandy moore,top of the world
mary hopkin,goodbye
the byrds,change is now
the beach boys,be still
nancy sinatra,elusive dreams
strawberry alarm clock,pretty song from psych-out
the beach boys,transcendental meditation
strawberry alarm clock,tomorrow
donovan,hi it's been a long time
donovan,as i recall it
glen campbell,words
céline dion,i'm alive
the monkees,dream world
love affair,rainbow valley
gladys knight & the pips,yesterday
harry nilsson,bath
the foundations,show me
glen campbell,the straight life
the platters,wish it were me
the rascals,my world
the byrds,hickory wind
the marvelettes,reachin' for something i can't have
margo guryan,love
gary puckett & the union gap,dreams of the everyday housewife
the byrds,you don't miss your water
the platters,devri
margo guryan,take a picture
the monkees,daddy's song
the impressions,so unusual
the cats,lea
laura nyro,lu
the moody blues,what am i doing here?
the millennium,some sunny day
nico,no one is there
the archies,senorita rita
margo guryan,don't go away
johnny rivers,look to your soul
al hirt,spanish eyes
the byrds,you're still on my mind
the byrds,life in prison
the byrds,triad
scott walker,plastic palace people
gladys knight & the pips,every little bit hurts
the millennium,i'm with you
percy sledge,between these arms
dionne warwick,"promises, promises"
the byrds,old john robertson
johnny rivers,hey joe
the association,requiem for the masses
donovan,a sunny day
smokey robinson & the miracles,give her up
the mamas & the papas,safe in my garden
the impressions,fool for you
engelbert humperdinck,a man without love
glen campbell,(sittin' on) the dock of the bay
tommy boyce,i wonder what she's doing tonight?
joe south,games people play
the moody blues,legend of a mind
the lemon pipers,green tambourine
chris montez,watch what happens
gary puckett & the union gap,over you
ohio express,yummy yummy yummy
simon & garfunkel,punky's dilemma
the turtles,you showed me
gary puckett & the union gap,this girl is a woman now
love affair,everlasting love
the archies,"sugar, sugar"
the mamas & the papas,dream a little dream of me
nancy sinatra,summer wine
engelbert humperdinck,quando quando quando
jackie wilson,i get the sweetest feeling
jackie deshannon,put a little love in your heart
dusty springfield,take another little piece of my heart
the zombies,a rose for emily
gary puckett & the union gap,"woman, woman"
simon & garfunkel,at the zoo
the zombies,beechwood park (mono version)
nancy sinatra,some velvet morning
"blood, sweat & tears",and when i die
the monkees,as we go along
laura nyro,eli's comin'
the byrds,blue canadian rockies
glen campbell,if you go away
four tops,yesterday's dreams
melanie,close to it all
the beach boys,meant for you
the millennium,i just want to be your friend
"blood, sweat & tears",somethin' goin' on
smokey robinson & the miracles,yester love
margo guryan,timothy gone
"blood, sweat & tears",just one smile
perry como,"sunrise, sunset"
the beach boys,"anna lee, the healer"
the association,time for livin'
the byrds,you got a reputation
the impressions,i'm loving nothing
nancy sinatra,greenwich village folk song salesman
glen campbell,dreams of the everyday housewife
gladys knight & the pips,i wish it would rain
josé feliciano,sunny
the beach boys,be here in the mornin'
melanie,mr. tambourine man
mary hopkin,those were the days
the foundations,that same old feeling
the byrds,get to you
nancy sinatra,jackson
classics iv,stormy
"blood, sweat & tears",sometimes in winter
nancy sinatra,sand
neil diamond,thank the lord for the night time
"blood, sweat & tears",smiling phases
the byrds,nothing was delivered
the mamas & the papas,mansions
the moody blues,voices in the sky
jerry lee lewis,another place another time
judy collins,someday soon
the foundations,any old time (you're lonely and sad)
four tops,eleanor rigby
glen campbell,take my hand for a while
the moody blues,to share our love
fairport convention,"farewell, farewell"
the moody blues,candle of life
the moody blues,the dream
buddy holly,good rockin' tonight
the lovin' spoonful,only yesterday
wilson pickett,back in your arms
fairport convention,crazy man michael
manfred mann,ragamuffin man
gladys knight & the pips,(i know) i'm losing you
percy sledge,just out of reach (of my two empty arms)
scott walker,if you go away
scott walker,big louise
donovan,i love my shirt
scott walker,get behind me
the lovin' spoonful,never going back
dusty springfield,in the land of make believe
fairport convention,fotheringay
karen dalton,"right, wrong or ready"
dusty springfield,just one smile
three dog night,ain't that a lotta love
free,lying in the sunshine
"peter, paul and mary",boa constrictor
four tops,don't let him take your love from me
dusty springfield,so much love
the impressions,my deceiving heart
dusty springfield,no easy way down
classics iv,sunny
the cowsills,walk away renee
engelbert humperdinck,let me into your life
dusty springfield,don't forget about me
bread,london bridge
the lovin' spoonful,revelation: revolution '69
the byrds,old blue
dion,900 miles
boz scaggs,another day (another letter)
the monkees,listen to the band
fairport convention,nottamun town
